Genus,Phylum,Sp,Strain,Assembly,Phyla
Schizophyllum,Basidiomycota,commune,14-11_S63,GCA_019143345.1,1
Schizophyllum,Basidiomycota,commune,15-14_S76,GCA_019143055.1,1
Schizophyllum,Basidiomycota,commune,14-70_S69,GCA_019143245.1,1
Schizophyllum,Basidiomycota,commune,14-01_S62,GCA_019143615.1,1
Schizophyllum,Basidiomycota,commune,14-104_S75,GCA_019143575.1,1
Schizophyllum,Basidiomycota,commune,14-102_S74,GCA_019143625.1,1
Schizophyllum,Basidiomycota,commune,14-32_S67,GCA_019143375.1,1
Schizophyllum,Basidiomycota,commune,14-90_S72,GCA_019143045.1,1
Schizophyllum,Basidiomycota,commune,X44,GCA_009746445.1,1
Schizophyllum,Basidiomycota,commune,X-12_S79,GCA_019143065.1,1
Schizophyllum,Basidiomycota,commune,X-27_S82,GCA_019142965.1,1
Schizophyllum,Basidiomycota,commune,X-17_S80,GCA_019143085.1,1
Schizophyllum,Basidiomycota,commune,X-69_S85,GCA_019142975.1,1
Schizophyllum,Basidiomycota,commune,X-9_S78,GCA_019142955.1,1
Schizophyllum,Basidiomycota,commune,X-30_S83,GCA_019142945.1,1
Schizophyllum,Basidiomycota,commune,X-21_S81,GCA_019143075.1,1
Schizophyllum,Basidiomycota,commune,Tattone.D,GCA_023508785.1,1
Schizophyllum,Basidiomycota,commune,Loenen.D,GCA_023508725.1,1
Schizophyllum,Basidiomycota,commune,MG53,GCA_003313685.1,1
Schizopora,Basidiomycota,paradoxa,KUC8140,GCA_001020605.1,1
Scleroderma,Basidiomycota,citrinum,MB1,GCA_029372045.1,1
Scleroderma,Basidiomycota,bovista,NA,GCA_037178675.1,1
Scleroderma,Basidiomycota,citrinum,Foug.A,GCA_000827425.1,1
Serendipita,Basidiomycota,indica,NA,GCA_910890315.1,1
Serendipita,Basidiomycota,sp.,NA,GCA_019633565.1,1
Serendipita,Basidiomycota,vermifera,MAFF.305830,GCA_000827415.1,1
Serendipita,Basidiomycota,sp.,396,GCA_019616975.1,1
Serendipita,Basidiomycota,sp.,401,GCA_019627725.1,1
Serendipita,Basidiomycota,sp.,397,GCA_019623665.1,1
Serendipita,Basidiomycota,sp.,399,GCA_019627685.1,1
Serendipita,Basidiomycota,sp.,405,GCA_019627745.1,1
Serendipita,Basidiomycota,sp.,398,GCA_019623675.1,1
Serendipita,Basidiomycota,sp.,411,GCA_019627755.1,1
Serendipita,Basidiomycota,sp.,400,GCA_019627735.1,1
Serendipita,Basidiomycota,indica,DSM.11827,GCA_000313545.1,1
Serendipita,Basidiomycota,vermifera,NFPB0129,GCA_003073295.1,1
Serpula,Basidiomycota,lacrymans,S7.9,GCA_000218685.1,1
Serpula,Basidiomycota,lacrymans,S7.9,GCF_000218685.1,1
Serpula,Basidiomycota,lacrymans,S7.3,GCA_000218725.1,1
Serpula,Basidiomycota,lacrymans,SHA17-1,GCA_002891385.1,1
Serpula,Basidiomycota,lacrymans,SL200,GCA_002891375.1,1
Serpula,Basidiomycota,lacrymans,SL198,GCA_015708795.1,1
Sistotremastrum,Basidiomycota,niveocremeum,HHB9708,GCA_001630475.1,1
Sistotremastrum,Basidiomycota,suecicum,HHB10207.ss-3,GCA_001632355.1,1
Sparassis,Basidiomycota,latifolia,Minxiu.No.1,GCA_018466975.1,1
Sparassis,Basidiomycota,crispa,NA,GCA_003851025.1,1
Sparassis,Basidiomycota,crispa,NA,GCF_003851025.1,1
Sparassis,Basidiomycota,latifolia,NA,GCA_009812315.1,1
Sparassis,Basidiomycota,latifolia,minxiu.NO.1,GCA_002607745.1,1
Sphaerobolus,Basidiomycota,stellatus,SS14,GCA_000827215.1,1
Sporisorium,Basidiomycota,graminicola,CBS.10092,GCA_005498985.1,1
Sporisorium,Basidiomycota,graminicola,CBS.10092,GCF_005498985.1,1
Sporisorium,Basidiomycota,scitamineum,SSC39B,GCA_001010845.1,1
Sporisorium,Basidiomycota,reilianum,SRS1_H2-8,GCA_900162835.1,1
Sporisorium,Basidiomycota,exsertum,RK.033,GCA_928724755.1,1
Sporisorium,Basidiomycota,iseilematis-ciliati,BRIP.60887.a,GCA_001748505.1,1
Sporisorium,Basidiomycota,sorghi,CBS.104.17,GCA_023212695.1,1
Sporisorium,Basidiomycota,reilianum,NA,GCA_000230245.1,1
Sporisorium,Basidiomycota,scitamineum,UMa698,GCA_928991175.1,1
Sporisorium,Basidiomycota,scitamineum,2014001,GCA_000772675.1,1
Sporisorium,Basidiomycota,scitamineum,CBS.131463,GCA_023212615.1,1
Sporisorium,Basidiomycota,scitamineum,SscI8,GCA_900002365.1,1
Sporisorium,Basidiomycota,graminicola,P1410A,GCA_023629955.1,1
Sporisorium,Basidiomycota,scitamineum,NA,GCA_001243155.1,1
Sporobolomyces,Basidiomycota,pararoseus,NGR,GCA_010758995.1,1
Sporobolomyces,Basidiomycota,roseus,SR19,GCA_016617785.1,1
Sporobolomyces,Basidiomycota,phaffii,NA,GCA_037042985.1,1
Sporobolomyces,Basidiomycota,roseus,Y8,GCA_022817875.1,1
Sporobolomyces,Basidiomycota,salmonicolor,NA,GCA_001373355.1,1
Stereum,Basidiomycota,hirsutum,FP-91666.SS1,GCA_000264905.1,1
Stereum,Basidiomycota,hirsutum,FP-91666.SS1,GCF_000264905.1,1
Suillus,Basidiomycota,luteus,UH-Slu-Lm8-n1,GCA_000827255.1,1
Suillus,Basidiomycota,placidus,DOB743,GCA_016628565.1,1
Suillus,Basidiomycota,bovinus,UH-Sbo-P2,GCA_016758785.1,1
Suillus,Basidiomycota,bovinus,UH-Sbo-P2,GCF_016758785.1,1
Suillus,Basidiomycota,spraguei,EM44,GCA_016800925.1,1
Suillus,Basidiomycota,brevipes,Sb2,GCA_011800875.2,1
Suillus,Basidiomycota,subaureus,MN1,GCA_016647635.1,1
Suillus,Basidiomycota,subaureus,MN1,GCF_016647635.1,1
Suillus,Basidiomycota,tomentosus,FC115,GCA_016647685.1,1
Suillus,Basidiomycota,plorans,S12,GCA_016647745.1,1
Suillus,Basidiomycota,plorans,S12,GCF_016647745.1,1
Suillus,Basidiomycota,fuscotomentosus,FC203,GCA_016647785.1,1
Suillus,Basidiomycota,fuscotomentosus,FC203,GCF_016647785.1,1
Suillus,Basidiomycota,subluteus,FC464,GCA_016647755.1,1
Suillus,Basidiomycota,discolor,FC423,GCA_016758755.1,1
Suillus,Basidiomycota,discolor,FC423,GCF_016758755.1,1
Suillus,Basidiomycota,cothurnatus,VC.1858,GCA_016758765.1,1
Suillus,Basidiomycota,paluster,FC165,GCA_016628075.1,1
Suillus,Basidiomycota,paluster,FC165,GCF_016628075.1,1
Suillus,Basidiomycota,clintonianus,FC179,GCA_016758775.1,1
Suillus,Basidiomycota,clintonianus,FC179,GCF_016758775.1,1
Suillus,Basidiomycota,subalutaceus,FC151,GCA_016647625.1,1
Suillus,Basidiomycota,subalutaceus,FC151,GCF_016647625.1,1
Suillus,Basidiomycota,lakei,FC43,GCA_016628065.1,1
Suillus,Basidiomycota,variegatus,UH-Sva-Z1,GCA_016647645.1,1
Suillus,Basidiomycota,ampliporus,FC55,GCA_016584345.1,1
Suillus,Basidiomycota,occidentalis,FC124,GCA_016628085.1,1
Suillus,Basidiomycota,hirtellus,EM16,GCA_016695485.1,1
Suillus,Basidiomycota,weaverae,EM37,GCA_016767475.1,1
Suillus,Basidiomycota,americanus,EM31,GCA_016695465.1,1
Suillus,Basidiomycota,decipiens,EM49,GCA_016695475.1,1
Suillus,Basidiomycota,sp.,MG131,GCA_003313855.1,1
Suillus,Basidiomycota,alpinus,MG64,GCA_003316505.1,1
Suillus,Basidiomycota,spraguei,MG42,GCA_003313085.1,1
Suillus,Basidiomycota,placidus,MG34,GCA_003313645.1,1
Testicularia,Basidiomycota,cyperi,MCA.3645,GCA_003144125.1,1
Thelephora,Basidiomycota,terrestris,UH-Tt-Lm1,GCA_015956445.1,1
Thelephora,Basidiomycota,ganbajun,P2,GCA_014904855.1,1
Thelephora,Basidiomycota,aurantiotincta,MG58,GCA_003316405.1,1
Tilletiaria,Basidiomycota,anomala,UBC.951,GCA_000711695.1,1
Tilletiaria,Basidiomycota,anomala,UBC.951,GCF_000711695.1,1
Tilletiopsis,Basidiomycota,washingtonensis,MCA.4186,GCA_003144115.1,1
Tilletiopsis,Basidiomycota,washingtonensis,MCA.4186,GCF_003144115.1,1
Trametes,Basidiomycota,hirsuta,72,GCA_001302255.2,1
Trametes,Basidiomycota,versicolor,FP-101664.SS1,GCA_000271585.1,1
Trametes,Basidiomycota,versicolor,FP-101664.SS1,GCF_000271585.1,1
Trametes,Basidiomycota,sanguinea,ACCC51180,GCA_008973685.1,1
Trametes,Basidiomycota,gibbosa,CIRM-BRFM.1770,GCA_022606055.1,1
Trametes,Basidiomycota,cinnabarina,BRFM137,GCA_000765035.1,1
Trametes,Basidiomycota,coccinea,BRFM310,GCA_002092935.1,1
Trametes,Basidiomycota,polyzona,CIRM-BRFM.1798,GCA_022606195.1,1
Trametes,Basidiomycota,meyenii,CIRM-BRFM.1810,GCA_022606255.1,1
Trametes,Basidiomycota,maxima,CIRM-BRFM.1813,GCA_022606215.1,1
Trametes,Basidiomycota,villosa,NA,GCA_002964805.2,1
Trametes,Basidiomycota,punicea,CIRM-BRFM.1868,GCA_025528855.1,1
Trametes,Basidiomycota,elegans,CIRM-BRFM.1122,GCA_022606155.1,1
Trametes,Basidiomycota,cingulata,BRFM.1805,GCA_022385765.1,1
Trametes,Basidiomycota,sp.,AH28-2,GCA_001304625.1,1
Trametes,Basidiomycota,cubensis,MPL-01,GCA_029747595.1,1
Trametes,Basidiomycota,pubescens,FBCC735,GCA_001895945.1,1
Trametes,Basidiomycota,versicolor,NA,GCA_033439235.1,1
Trametes,Basidiomycota,sanguinea,CIRM-BRFM.1264,GCA_025201895.1,1
Trametes,Basidiomycota,sanguinea,CG-C14,GCA_027596045.1,1
Trametes,Basidiomycota,hirsuta,X-13,GCA_030411785.1,1
Trametes,Basidiomycota,cinnabarina,FP.104138-Sp,GCA_000787515.1,1
Trametes,Basidiomycota,polyzona,LMB-TM5,GCA_001939255.1,1
Trametes,Basidiomycota,sp.,PG5501,GCA_037041555.1,1
Trametopsis,Basidiomycota,cervina,BRFM.1824,GCA_022385755.1,1
Tremella,Basidiomycota,fuciformis,NA,GCA_032768795.1,1
Tremella,Basidiomycota,mesenterica,Fries,GCA_000271645.1,1
Tremella,Basidiomycota,mesenterica,Fries,GCF_000271645.1,1
Tremella,Basidiomycota,yokohamensis,NBRC.100148,GCA_024343385.1,1
Tremella,Basidiomycota,fuciformis,Tr01,GCA_032464415.1,1
Tremella,Basidiomycota,fuciformis,NA,GCA_032767855.1,1
Tremella,Basidiomycota,fuciformis,TWW01-AX,GCA_030708415.1,1
Tremella,Basidiomycota,fuciformis,NBRC.9317,GCA_024343405.1,1
Tremella,Basidiomycota,fuciformis,tr26,GCA_000987905.1,1
Tremella,Basidiomycota,mesenterica,ATCC.28783,GCA_004117975.1,1
Trichaptum,Basidiomycota,abietinum,NA,GCA_910574555.1,1
Tricholoma,Basidiomycota,bakamatsutake,SF-Tf05,GCA_029959215.1,1
Tricholoma,Basidiomycota,matsutake,NA,GCA_026075535.2,1
Tricholoma,Basidiomycota,saponaceum,MG146,GCA_003313625.1,1
Tricholoma,Basidiomycota,terreum,MG45,GCA_003316345.1,1
Tricholoma,Basidiomycota,flavovirens,MG32,GCA_003313805.1,1
Tricholoma,Basidiomycota,furcatifolium,NA,GCA_018854895.1,1
Tricholoma,Basidiomycota,sp.,MG99,GCA_003521275.1,1
Tricholoma,Basidiomycota,sp.,MG77,GCA_003314665.1,1
Tricholoma,Basidiomycota,matsutake,NIFoS.2001,GCA_026213095.1,1
Tricholoma,Basidiomycota,matsutake,KMCC04578,GCA_002939025.2,1
Tricholoma,Basidiomycota,matsutake,MG52,GCA_003314635.1,1
Tricholoma,Basidiomycota,matsutake,NBRC.30605,GCA_001652835.1,1
Tricholoma,Basidiomycota,matsutake,945,GCA_014904895.1,1
Tricholoma,Basidiomycota,bakamatsutake,MG51,GCA_003313665.1,1
Trichosporon,Basidiomycota,asahii,CBS.2479,GCA_000293215.1,1
Trichosporon,Basidiomycota,asahii,CBS.2479,GCF_000293215.1,1
Trichosporon,Basidiomycota,faecale,JCM.2941,GCA_001752585.1,1
Trichosporon,Basidiomycota,coremiiforme,JCM.2938,GCA_001752605.1,1
Trichosporon,Basidiomycota,inkin,JCM.9195,GCA_001752625.1,1
Trichosporon,Basidiomycota,ovoides,JCM.9940,GCA_001752645.1,1
Trichosporon,Basidiomycota,sp.,DN520,GCA_030347605.1,1
Trichosporon,Basidiomycota,sp.,PB005A,GCA_023630055.1,1
Trichosporon,Basidiomycota,sp.,PG3703,GCA_025529325.1,1
Trichosporon,Basidiomycota,sp.,LN7006B,GCA_025529315.1,1
Trichosporon,Basidiomycota,sp.,P6006,GCA_025529565.1,1
Trichosporon,Basidiomycota,asahii,JCM.2466,GCA_001972365.1,1
Trichosporon,Basidiomycota,asahii,NA,GCA_037177845.1,1
Trichosporon,Basidiomycota,asahii,M6011,GCA_023630135.1,1
Trichosporon,Basidiomycota,asahii,LH_A611,GCA_037044125.1,1
Trichosporon,Basidiomycota,asahii,F6008,GCA_025529955.1,1
Trichosporon,Basidiomycota,asahii,Y-2-4,GCA_023630015.1,1
Trichosporon,Basidiomycota,asahii,PH2804,GCA_023630075.1,1
Trichosporon,Basidiomycota,asahii,Y3,GCA_023630035.1,1
Trichosporon,Basidiomycota,asahii,DX80-02,GCA_037041105.1,1
Trichosporon,Basidiomycota,asahii,CBS.8904,GCA_000299215.2,1
Trichosporon,Basidiomycota,inkin,ATCC.18020,GCA_004023515.1,1
Trichosporon,Basidiomycota,inkin,C-2155,GCA_004011275.1,1
Trichosporon,Basidiomycota,ovoides,2NF903B,GCA_023627855.1,1
Trichosporon,Basidiomycota,ovoides,2NF903A,GCA_009833065.1,1
Trichosporon,Basidiomycota,ovoides,2NF903A,GCA_023627895.1,1
Trichosporon,Basidiomycota,ovoides,2NM914A,GCA_025502605.1,1
Trichosporon,Basidiomycota,ovoides,Y9002B,GCA_025502615.1,1
Trichosporon,Basidiomycota,asahii,NA,GCA_004026345.1,1
Tulasnella,Basidiomycota,calospora,MUT.4182,GCA_000827465.1,1
Tulasnella,Basidiomycota,sp.,235,GCA_019633535.1,1
Tulasnella,Basidiomycota,sp.,330,GCA_019632275.1,1
Tulasnella,Basidiomycota,sp.,424,GCA_019633425.1,1
Tulasnella,Basidiomycota,sp.,425,GCA_019633485.1,1
Tulasnella,Basidiomycota,sp.,332,GCA_019632285.1,1
Tulasnella,Basidiomycota,sp.,UAMH.9824,GCA_019633595.1,1
Tulasnella,Basidiomycota,sp.,331,GCA_019632265.1,1
Tulasnella,Basidiomycota,sp.,403,GCA_019632305.1,1
Tulasnella,Basidiomycota,sp.,419,GCA_019633455.1,1
Tulasnella,Basidiomycota,sp.,427,GCA_019633495.1,1
Tulasnella,Basidiomycota,sp.,418,GCA_019632295.1,1
Tulasnella,Basidiomycota,sp.,417,GCA_019633465.1,1
Tulasnella,Basidiomycota,sp.,408,GCA_019633405.1,1
Tulasnella,Basidiomycota,sp.,UAMH.7632,GCA_019633555.1,1
Tulasnella,Basidiomycota,sp.,238,GCA_019633545.1,1
Ustanciosporium,Basidiomycota,gigantosporum,UMa706,GCA_928724795.1,1
Ustanciosporium,Basidiomycota,gigantosporum,UMa706,GCA_928724875.1,1
Ustilago,Basidiomycota,bromivora,UB2112,GCA_900080155.1,1
Ustilago,Basidiomycota,maydis,521,GCA_000328475.2,1
Ustilago,Basidiomycota,maydis,521,GCF_000328475.2,1
Ustilago,Basidiomycota,shanxiensis,CBS.10075,GCA_019972555.1,1
Ustilago,Basidiomycota,esculenta,YD3,GCA_020827535.1,1
Ustilago,Basidiomycota,hordei,Uho2,GCA_900519145.1,1
Ustilago,Basidiomycota,hordei,Uho2,GCF_900519145.1,1
Ustilago,Basidiomycota,cynodontis,NBRC.9727,GCA_928865425.1,1
Ustilago,Basidiomycota,sp.,Uhc1,GCA_900242695.1,1
Ustilago,Basidiomycota,trichophora,NBRC100155,GCA_900323505.1,1
Ustilago,Basidiomycota,tritici,Ut_3,GCA_022963115.1,1
Ustilago,Basidiomycota,nuda,DE_29490,GCA_022963125.1,1
Ustilago,Basidiomycota,loliicola,Us_530,GCA_022963135.1,1
Ustilago,Basidiomycota,crameri,Uc7,GCA_024271935.1,1
Ustilago,Basidiomycota,lituana,BRIP.46795.a,GCA_928869825.1,1
Ustilago,Basidiomycota,vetiveriae,RK.075,GCA_928722275.1,1
Ustilago,Basidiomycota,xerochloae,BRIP.60876.a,GCA_928856705.1,1
Ustilago,Basidiomycota,sp.,Udi2,GCA_900242705.1,1
Ustilago,Basidiomycota,curta,BRIP.26929.a,GCA_928722295.1,1
Ustilago,Basidiomycota,hordei,Uh805,GCA_022749175.1,1
Ustilago,Basidiomycota,maydis,FB1,GCA_016617945.1,1
Ustilago,Basidiomycota,maydis,FB2,GCA_016617935.1,1
Ustilago,Basidiomycota,hordei,Uh811,GCA_023748725.1,1
Ustilago,Basidiomycota,hordei,Uh818,GCA_023748765.1,1
Ustilago,Basidiomycota,hordei,Uh1273,GCA_023748735.1,1
Ustilago,Basidiomycota,hordei,Uh1278,GCA_023748715.1,1
Ustilago,Basidiomycota,hordei,Uh359,GCA_023748825.1,1
Ustilago,Basidiomycota,maydis,482,GCA_928722285.1,1
Ustilago,Basidiomycota,maydis,485,GCA_928722245.1,1
Ustilago,Basidiomycota,maydis,482,GCA_928722265.1,1
Ustilago,Basidiomycota,maydis,198,GCA_928743665.1,1
Ustilago,Basidiomycota,maydis,JCM.2005,GCA_001599495.1,1
Ustilago,Basidiomycota,maydis,I5,GCA_018154835.1,1
Ustilago,Basidiomycota,maydis,O4,GCA_018154565.1,1
Ustilago,Basidiomycota,maydis,P2,GCA_018154495.1,1
Ustilago,Basidiomycota,maydis,I3,GCA_018154895.1,1
Ustilago,Basidiomycota,maydis,T2,GCA_018154095.1,1
Ustilago,Basidiomycota,maydis,P5,GCA_018154295.1,1
Ustilago,Basidiomycota,maydis,S3,GCA_018154185.1,1
Ustilago,Basidiomycota,maydis,S2,GCA_018154205.1,1
Ustilago,Basidiomycota,maydis,FBA,GCA_023212765.1,1
Ustilago,Basidiomycota,maydis,P4,GCA_018154395.1,1
Ustilago,Basidiomycota,maydis,P3,GCA_018154425.1,1
Ustilago,Basidiomycota,maydis,T6,GCA_018153955.1,1
Ustilago,Basidiomycota,maydis,T5,GCA_018153985.1,1
Ustilago,Basidiomycota,maydis,S5,GCA_018154105.1,1
Ustilago,Basidiomycota,maydis,O1,GCA_018154715.1,1
Ustilago,Basidiomycota,maydis,O3,GCA_018154645.1,1
Ustilago,Basidiomycota,maydis,P6,GCA_018154385.1,1
Ustilago,Basidiomycota,maydis,O5,GCA_018154595.1,1
Ustilago,Basidiomycota,maydis,I2,GCA_018154905.1,1
Ustilago,Basidiomycota,maydis,O2,GCA_018154685.1,1
Ustilago,Basidiomycota,maydis,T4,GCA_018154035.1,1
Ustilago,Basidiomycota,maydis,I6,GCA_018154785.1,1
Ustilago,Basidiomycota,maydis,I4,GCA_018154945.1,1
Ustilago,Basidiomycota,maydis,ATCC.22904,GCA_001736215.1,1
Ustilago,Basidiomycota,maydis,AB33P5deltaR,GCA_001736185.1,1
Ustilago,Basidiomycota,maydis,ATCC.bA22899,GCA_001662005.1,1
Ustilago,Basidiomycota,maydis,RK818,GCA_001660065.1,1
Ustilago,Basidiomycota,maydis,ATCC.22901,GCA_001736155.1,1
Ustilago,Basidiomycota,maydis,FB2CGL-UMa1502,GCA_013387245.1,1
Ustilago,Basidiomycota,maydis,FB2CGL-UMa1795,GCA_013387255.1,1
Ustilago,Basidiomycota,esculenta,MMT,GCA_000819925.1,1
Ustilago,Basidiomycota,hordei,Uh364,GCA_003012045.1,1
Ustilago,Basidiomycota,hordei,Uh01,GCA_002992925.1,1
Ustilago,Basidiomycota,bromivora,UB2,GCA_900519155.1,1
Ustilago,Basidiomycota,bromivora,UB2,GCA_900101485.1,1
Ustilago,Basidiomycota,hordei,CBS.131470,GCA_023212755.1,1
Ustilago,Basidiomycota,hordei,Uh4857-4,GCA_000286035.1,1
Ustilago,Basidiomycota,cynodontis,UMa709,GCA_001736195.1,1
Ustilago,Basidiomycota,cynodontis,NBRC.9727,GCA_001676635.1,1
Ustilago,Basidiomycota,crameri,SCZ-6,GCA_033846815.1,1
Ustilago,Basidiomycota,trichophora,NBRC.100157,GCA_928724775.1,1
Ustilago,Basidiomycota,tritici,Utri01,GCA_002993085.1,1
Ustilago,Basidiomycota,vetiveriae,RK.075,GCA_001735935.1,1
Ustilago,Basidiomycota,trichophora,RK089,GCA_001654535.1,1
Ustilago,Basidiomycota,tritici,W66970,GCA_023213265.1,1
Ustilago,Basidiomycota,xerochloae,UMa702,GCA_001736075.1,1
Vararia,Basidiomycota,minispora,EC-137,GCA_022160365.1,1
Violaceomyces,Basidiomycota,palustris,SA.807,GCA_003144235.1,1
Volvariella,Basidiomycota,surrecta,NA,GCA_951802395.1,1
Volvariella,Basidiomycota,volvacea,V23,GCA_000349905.1,1
Volvariella,Basidiomycota,volvacea,WC.439,GCA_001691835.3,1
Volvariella,Basidiomycota,volvacea,PYd21,GCA_000355865.1,1
Volvariella,Basidiomycota,surrecta,NA,GCA_951802405.1,1
Wallemia,Basidiomycota,mellicola,CBS.633.66,GCA_000263375.1,1
Wallemia,Basidiomycota,mellicola,CBS.633.66,GCF_000263375.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-994,GCA_000400465.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-994,GCF_000400465.1,1
Wallemia,Basidiomycota,hederae,EXF-5753,GCA_004918325.1,1
Wallemia,Basidiomycota,mellicola,EXF-6157,GCA_004918485.1,1
Wallemia,Basidiomycota,mellicola,EXF-8749,GCA_004918075.1,1
Wallemia,Basidiomycota,mellicola,EXF-6152,GCA_004918905.1,1
Wallemia,Basidiomycota,mellicola,EXF-483,GCA_004917925.1,1
Wallemia,Basidiomycota,mellicola,EXF-6158,GCA_004918925.1,1
Wallemia,Basidiomycota,mellicola,EXF-6156,GCA_004918805.1,1
Wallemia,Basidiomycota,mellicola,EXF-1274,GCA_004918835.1,1
Wallemia,Basidiomycota,mellicola,EXF-5922,GCA_004918635.1,1
Wallemia,Basidiomycota,mellicola,EXF-5830,GCA_004918645.1,1
Wallemia,Basidiomycota,mellicola,EXF-5829,GCA_004918985.1,1
Wallemia,Basidiomycota,mellicola,EXF-8757,GCA_004918605.1,1
Wallemia,Basidiomycota,mellicola,EXF-8747,GCA_004917975.1,1
Wallemia,Basidiomycota,mellicola,EXF-1277,GCA_004918025.1,1
Wallemia,Basidiomycota,mellicola,EXF-10633,GCA_004917935.1,1
Wallemia,Basidiomycota,mellicola,EXF-1443,GCA_004918155.1,1
Wallemia,Basidiomycota,mellicola,EXF-8740,GCA_004918915.1,1
Wallemia,Basidiomycota,mellicola,EXF-1279,GCA_004918005.1,1
Wallemia,Basidiomycota,mellicola,EXF-1262,GCA_004918795.1,1
Wallemia,Basidiomycota,mellicola,EXF-757,GCA_004919005.1,1
Wallemia,Basidiomycota,mellicola,EXF-8738,GCA_004917965.1,1
Wallemia,Basidiomycota,mellicola,EXF-8741,GCA_004918515.1,1
Wallemia,Basidiomycota,mellicola,EXF-6151,GCA_004918665.1,1
Wallemia,Basidiomycota,mellicola,EXF-5828,GCA_004918525.1,1
Wallemia,Basidiomycota,mellicola,EXF-277,GCA_004918995.1,1
Wallemia,Basidiomycota,mellicola,EXF-5677,GCA_004918725.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-8623,GCA_004917865.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-6067,GCA_004918305.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-6065,GCA_004918405.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-5676,GCA_004918655.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-6066,GCA_004918735.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-10937,GCA_004918885.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-8622,GCA_004918235.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-8621,GCA_004918455.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-8618,GCA_004917895.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-8619,GCA_004918445.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-12845,GCA_004918315.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-8760,GCA_004917845.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-759,GCA_004918895.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-8624,GCA_004918015.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-3555,GCA_004918065.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-6069,GCA_004918625.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-8761,GCA_004918345.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-6070,GCA_004918745.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-6068,GCA_004918415.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-10826,GCA_004918335.1,1
Wallemia,Basidiomycota,ichthyophaga,EXF-6200,GCA_004918755.1,1
Wolfiporia,Basidiomycota,cocos,DCH.776.SS20,GCA_029448655.1,1
Wolfiporia,Basidiomycota,cocos,GDMCC.5.219,GCA_034769205.1,1
Wolfiporia,Basidiomycota,cocos,KMCC03342,GCA_022575935.1,1
Wolfiporia,Basidiomycota,cocos,DCH.750,GCA_029449265.1,1
Wolfiporia,Basidiomycota,cocos,DCH.750.SS40,GCA_029449215.1,1
Wolfiporia,Basidiomycota,cocos,MD-104,GCA_000344635.1,1
Xerocomus,Basidiomycota,impolitus,MG39,GCA_003316335.1,1
