Phylum,ACC,Mbp,bp,EVE_Status,EVE_Count
Mucoromycota,GCA_015500005.1,35.3041,35304100,Negative,0
Mucoromycota,GCA_015679585.1,37.8273,37827300,Negative,0
Mucoromycota,GCA_015849335.1,39.0483,39048300,Negative,0
Mucoromycota,GCA_020891255.1,38.8861,38886100,Negative,0
Chytridiomycota,GCA_027604725.1,27.6946,27694600,Negative,0
Chytridiomycota,GCA_027604545.1,26.9629,26962900,Negative,0
Chytridiomycota,GCA_025526915.1,30.9152,30915200,Negative,0
Mucoromycota,GCA_025266875.1,45.8973,45897300,Negative,0
Chytridiomycota,GCA_025526975.1,30.6192,30619200,Negative,0
Glomeromycota,GCA_910592005.1,145.72,145720000,Negative,0
Zoopagomycota,GCA_003086725.1,28.123,28123000,Negative,0
Chytridiomycota,GCA_027603645.1,20.5572,20557200,Negative,0
Chytridiomycota,GCA_025558075.1,20.9182,20918200,Negative,0
Mucoromycota,GCA_025024155.1,37.6653,37665300,Negative,0
Glomeromycota,GCA_016748015.1,128.32,128320000,Negative,0
Chytridiomycota,GCA_027602005.1,23.4659,23465900,Negative,0
Chytridiomycota,GCA_027603065.1,24.1367,24136700,Negative,0
Mucoromycota,GCA_025201335.1,25.7325,25732500,Negative,0
Chytridiomycota,GCA_027595885.1,16.1043,16104300,Negative,0
Glomeromycota,GCA_027604505.1,35.5952,35595200,Negative,0
Glomeromycota,GCA_001574975.1,48.7948,48794800,Negative,0
Mucoromycota,GCA_001650995.1,34.7235,34723500,Negative,0
Mucoromycota,GCA_025201375.1,33.0125,33012500,Negative,0
Chytridiomycota,GCA_025526955.1,13.9834,13983400,Negative,0
Mucoromycota,GCA_015852425.1,42.943,42943000,Negative,0
Mucoromycota,GCA_025201355.1,26.2156,26215600,Negative,0
Microsporidiomycota,GCA_022605425.1,21.6083,21608300,Negative,0
Microsporidiomycota,GCA_004325065.1,20.7341,20734100,Negative,0
Mucoromycota,GCA_015499985.1,44.9002,44900200,Negative,0
Mucoromycota,GCA_015500155.1,38.9887,38988700,Negative,0
Mucoromycota,GCA_015529515.1,33.5139,33513900,Negative,0
Mucoromycota,GCA_015529505.1,33.5151,33515100,Negative,0
Mucoromycota,GCA_015529795.1,36.1291,36129100,Negative,0
Mucoromycota,GCA_025677825.1,32.7273,32727300,Negative,0
Microsporidiomycota,GCA_002087885.1,4.57028,4570280,Negative,0
Mucoromycota,GCA_002104935.1,27.2162,27216200,Negative,0
Chytridiomycota,GCA_000235945.1,26.1117,26111700,Negative,0
Chytridiomycota,GCA_025558095.1,31.9266,31926600,Negative,0
Chytridiomycota,GCA_027600665.1,36.8397,36839700,Negative,0
Mucoromycota,GCA_003951145.1,179.668,179668000,Negative,0
Mucoromycota,GCA_003990745.1,239.575,239575000,Negative,0
Chytridiomycota,GCA_027604465.1,11.6957,11695700,Negative,0
Chytridiomycota,GCA_027604405.1,13.244,13244000,Negative,0
Zoopagomycota,GCA_025024165.1,22.263,22263000,Negative,0
Mucoromycota,GCA_029851405.1,37.5341,37534100,Negative,0
Mucoromycota,GCA_000697475.1,36.6208,36620800,Negative,0
Mucoromycota,GCA_025094155.1,33.2824,33282400,Negative,0
Mucoromycota,GCA_008728235.1,31.8854,31885400,Negative,0
Mucoromycota,GCA_023629895.1,34.9346,34934600,Negative,0
Zoopagomycota,GCA_002104995.1,26.2025,26202500,Negative,0
Mucoromycota,GCA_020744185.1,50.9104,50910400,Negative,0
Mucoromycota,GCA_029449235.1,49.238,49238000,Negative,0
Mucoromycota,GCA_015847235.1,45.7023,45702300,Negative,0
Mucoromycota,GCA_016097855.1,49.263,49263000,Negative,0
Mucoromycota,GCA_016097895.1,48.1153,48115300,Negative,0
Mucoromycota,GCA_019671135.1,51.5582,51558200,Negative,0
Mucoromycota,GCA_023091675.1,38.0842,38084200,Negative,0
Mucoromycota,GCA_002105155.1,42.7689,42768900,Negative,0
Chytridiomycota,GCA_027604685.1,24.9441,24944100,Negative,0
Mucoromycota,GCA_015680635.1,40.5356,40535600,Negative,0
Zoopagomycota,GCA_025201845.1,19.8158,19815800,Negative,0
Zoopagomycota,GCA_022478985.1,1488.88,1488880000,Negative,0
Microsporidiomycota,GCA_021821965.1,2.20649,2206490,Negative,0
Mucoromycota,GCA_015849295.1,43.6016,43601600,Negative,0
Mucoromycota,GCA_029449245.1,40.2205,40220500,Negative,0
Mucoromycota,GCA_011634665.1,49.964,49964000,Negative,0
Mucoromycota,GCA_015849325.1,35.4555,35455500,Negative,0
Mucoromycota,GCA_015502445.1,44.8214,44821400,Negative,0
Mucoromycota,GCA_015502465.1,45.1628,45162800,Negative,0
Mucoromycota,GCA_015502475.1,44.8171,44817100,Negative,0
Mucoromycota,GCA_015502455.1,40.1518,40151800,Negative,0
Mucoromycota,GCA_015502485.1,50.8943,50894300,Negative,0
Mucoromycota,GCA_015502575.1,38.5656,38565600,Negative,0
Mucoromycota,GCA_015679695.1,38.5635,38563500,Negative,0
Mucoromycota,GCA_015679515.1,42.8173,42817300,Negative,0
Mucoromycota,GCA_015679545.1,43.8438,43843800,Negative,0
Mucoromycota,GCA_015680625.1,46.0541,46054100,Negative,0
Mucoromycota,GCA_016098085.1,45.064,45064000,Negative,0
Mucoromycota,GCA_016098025.1,49.3029,49302900,Negative,0
Mucoromycota,GCA_016098045.1,39.2482,39248200,Negative,0
Mucoromycota,GCA_016098165.1,32.6276,32627600,Negative,0
Mucoromycota,GCA_016098035.1,36.9781,36978100,Negative,0
Mucoromycota,GCA_022750515.1,37.4586,37458600,Negative,0
Mucoromycota,GCA_025330735.1,44.9718,44971800,Negative,0
Mucoromycota,GCA_001599575.1,36.6165,36616500,Negative,0
Mucoromycota,GCA_000696895.1,35.852,35852000,Negative,0
Mucoromycota,GCA_000587855.1,33.9666,33966600,Negative,0
Mucoromycota,GCA_027405735.1,53.2481,53248100,Negative,0
Mucoromycota,GCA_000697295.1,39.7972,39797200,Negative,0
Mucoromycota,GCA_000950595.1,40.7375,40737500,Negative,0
Mucoromycota,GCA_010203745.1,36.8174,36817400,Negative,0
Mucoromycota,GCA_016758945.1,48.3714,48371400,Negative,0
Mucoromycota,GCA_016758985.1,39.1718,39171800,Negative,0
Mucoromycota,GCA_943193625.1,34.942,34942000,Negative,0
Mucoromycota,GCA_025094135.1,46.0869,46086900,Negative,0
Mucoromycota,GCA_025528875.1,29.2029,29202900,Negative,0
Microsporidiomycota,GCA_000250985.1,4.07135,4071350,Negative,0
Microsporidiomycota,GCA_001642395.1,3.0664,3066400,Negative,0
Microsporidiomycota,GCA_001642415.1,4.39761,4397610,Negative,0
Microsporidiomycota,GCA_021653875.1,3.78729,3787290,Negative,0
Microsporidiomycota,GCA_024243985.1,3.09217,3092170,Negative,0
Microsporidiomycota,GCA_024243935.1,4.34913,4349130,Negative,0
Microsporidiomycota,GCA_024244025.1,3.0628,3062800,Negative,0
Microsporidiomycota,GCA_024244045.1,3.17162,3171620,Negative,0
Microsporidiomycota,GCA_024244035.1,3.08077,3080770,Negative,0
Microsporidiomycota,GCA_024244115.1,3.36173,3361730,Negative,0
Microsporidiomycota,GCA_024244105.1,3.74243,3742430,Negative,0
Microsporidiomycota,GCA_024244095.1,4.28242,4282420,Negative,0
Microsporidiomycota,GCA_024244055.1,4.33133,4331330,Negative,0
Microsporidiomycota,GCA_000738915.1,4.27604,4276040,Negative,0
Zoopagomycota,GCA_025603075.1,24.6356,24635600,Negative,0
Microsporidiomycota,GCA_028335825.1,14.3972,14397200,Negative,0
Microsporidiomycota,GCA_000988165.1,5.69075,5690750,Negative,0
Microsporidiomycota,GCA_000383075.1,15.6898,15689800,Negative,0
Microsporidiomycota,GCA_000447185.1,8.5695,8569500,Negative,0
Chytridiomycota,GCA_027600645.1,22.6163,22616300,Negative,0
Chytridiomycota,GCA_025765595.1,49.4585,49458500,Negative,0
Glomeromycota,GCA_003833135.1,170.599,170599000,Negative,0
Microsporidiomycota,GCA_000803265.1,2.29053,2290530,Negative,0
Microsporidiomycota,GCA_023647555.1,4.2267,4226700,Negative,0
Microsporidiomycota,GCA_002794465.1,7.19147,7191470,Negative,0
Chytridiomycota,GCA_025602915.1,27.8761,27876100,Negative,0
Mucoromycota,GCA_025201805.1,32.7671,32767100,Negative,0
Mucoromycota,GCA_025677815.1,47.6058,47605800,Negative,0
Chytridiomycota,GCA_027600675.1,30.0103,30010300,Negative,0
Chytridiomycota,GCA_027597005.1,40.1923,40192300,Negative,0
Mucoromycota,GCA_001638985.2,53.9392,53939200,Negative,0
Mucoromycota,GCA_022702545.1,48.9814,48981400,Negative,0
Chytridiomycota,GCA_027596945.1,44.0899,44089900,Negative,0
Mucoromycota,GCA_025716855.1,34.8981,34898100,Negative,0
Mucoromycota,GCA_025528865.1,34.7727,34772700,Negative,0
Zoopagomycota,GCA_003614145.1,10.7485,10748500,Negative,0
Zoopagomycota,GCA_025603285.1,18.5503,18550300,Negative,0
Mucoromycota,GCA_000739165.1,41.9129,41912900,Negative,0
Mucoromycota,GCA_015679535.1,40.4187,40418700,Negative,0
Mucoromycota,GCA_016098005.1,39.3966,39396600,Negative,0
Mucoromycota,GCA_015679605.1,32.9136,32913600,Negative,0
Mucoromycota,GCA_015852385.1,41.4217,41421700,Negative,0
Mucoromycota,GCA_015852495.1,38.0942,38094200,Negative,0
Mucoromycota,GCA_025677895.1,36.2049,36204900,Negative,0
Chytridiomycota,GCA_027596195.1,32.0606,32060600,Negative,0
Chytridiomycota,GCA_025602895.1,64.9171,64917100,Negative,0
Chytridiomycota,GCA_027604665.1,23.3039,23303900,Negative,0
Chytridiomycota,GCA_025526995.1,29.4283,29428300,Negative,0
Microsporidiomycota,GCA_001432165.1,5.24841,5248410,Negative,0
Chytridiomycota,GCA_027596845.1,48.2161,48216100,Negative,0
Mucoromycota,GCA_025331425.1,30.4094,30409400,Negative,0
Zoopagomycota,GCA_025201865.1,25.531,25531000,Negative,0
Chytridiomycota,GCA_027604365.1,30.5449,30544900,Negative,0
Chytridiomycota,GCA_027596175.1,23.4501,23450100,Negative,0
Chytridiomycota,GCA_002104985.1,57.0184,57018400,Negative,0
Mucoromycota,GCA_000611695.1,27.4423,27442300,Negative,0
Mucoromycota,GCA_900175165.2,25.6355,25635500,Negative,0
Glomeromycota,GCA_003549995.1,125.863,125863000,Negative,0
Glomeromycota,GCA_019425655.1,98.956,98956000,Negative,0
Glomeromycota,GCA_021464375.1,117.196,117196000,Negative,0
Glomeromycota,GCA_021464405.1,116.806,116806000,Negative,0
Glomeromycota,GCA_021464525.1,117.201,117201000,Negative,0
Chytridiomycota,GCA_027596075.1,48.1495,48149500,Negative,0
Mucoromycota,GCA_024220505.1,50.2572,50257200,Negative,0
Mucoromycota,GCA_002708625.1,25.9724,25972400,Negative,0
Mucoromycota,GCA_000697035.1,38.026,38026000,Negative,0
Mucoromycota,GCA_000149305.1,46.1489,46148900,Negative,0
Mucoromycota,GCA_025529335.1,50.2055,50205500,Negative,0
Mucoromycota,GCA_003325435.1,39.023,39023000,Negative,0
Mucoromycota,GCA_000697055.1,42.5024,42502400,Negative,0
Mucoromycota,GCA_000697495.1,40.7543,40754300,Negative,0
Chytridiomycota,GCA_018985235.1,11.6723,11672300,Negative,0
Zoopagomycota,GCA_003086735.1,43.8966,43896600,Negative,0
Mucoromycota,GCA_025094145.1,38.1985,38198500,Negative,0
Zoopagomycota,GCA_027478575.1,20.0852,20085200,Negative,0
Chytridiomycota,GCA_000182565.2,24.1311,24131100,Negative,0
Chytridiomycota,GCA_006535965.1,22.9374,22937400,Negative,0
Mucoromycota,GCA_025677835.1,26.2359,26235900,Negative,0
Microsporidiomycota,GCA_001887945.1,5.76477,5764770,Negative,0
Zoopagomycota,GCA_005111325.1,55.9545,55954500,Negative,0
Mucoromycota,GCA_002105135.1,30.7454,30745400,Negative,0
Mucoromycota,GCA_000697355.1,29.5654,29565400,Negative,0
Mucoromycota,GCA_013461545.1,26.7558,26755800,Negative,0
Mucoromycota,GCA_023630315.1,28.2622,28262200,Negative,0
Mucoromycota,GCA_023630325.1,28.2676,28267600,Negative,0
Zoopagomycota,GCA_003614755.1,16.2631,16263100,Negative,0
Zoopagomycota,GCA_025201365.1,32.9077,32907700,Negative,0
Chytridiomycota,GCA_006535985.1,26.2442,26244200,Negative,0
Mucoromycota,GCA_025201345.1,34.2522,34252200,Negative,0
Microsporidiomycota,GCA_014805555.1,10.3819,10381900,Negative,0
Mucoromycota,GCA_000787465.1,29.5709,29570900,Negative,0
Chytridiomycota,GCA_027596035.1,26.3286,26328600,Negative,0
Microsporidiomycota,GCA_000316135.1,8.49818,8498180,Negative,0
Microsporidiomycota,GCA_004000155.1,7.56042,7560420,Negative,0
Mucoromycota,GCA_025399195.1,23.0771,23077100,Negative,0
Mucoromycota,GCA_016758905.1,22.0557,22055700,Negative,0
Mucoromycota,GCA_016758895.1,23.1823,23182300,Negative,0
Mucoromycota,GCA_021235465.1,24.6367,24636700,Negative,0
Mucoromycota,GCA_025677805.1,22.5043,22504300,Negative,0
Microsporidiomycota,GCA_000192795.1,6.11869,6118690,Negative,0
Microsporidiomycota,GCA_000231115.1,3.21352,3213520,Negative,0
Zoopagomycota,GCA_001969505.1,28.7004,28700400,Negative,0
Zoopagomycota,GCA_004114245.1,13.9157,13915700,Negative,0
Chytridiomycota,GCA_025765615.1,81.1925,81192500,Negative,0
Mucoromycota,GCA_025766255.1,50.6386,50638600,Negative,0
Basidiomycota,GCA_000006255.1,68.983,68983000,Negative,0
Basidiomycota,GCA_000091045.1,19.05,19050000,Negative,0
Basidiomycota,GCA_000143185.2,38.611,38611000,Negative,0
Basidiomycota,GCA_000149245.3,18.916,18916000,Negative,0
Basidiomycota,GCA_000149385.1,18.519,18519000,Negative,0
Basidiomycota,GCA_000149925.1,81.6,81600000,Negative,0
Basidiomycota,GCA_000151525.2,106.564,106564000,Negative,0
Basidiomycota,GCA_000166175.1,25.201,25201000,Negative,0
Basidiomycota,GCA_000167175.1,29.842,29842000,Negative,0
Basidiomycota,GCA_000169275.1,4.585,4585000,Negative,0
Basidiomycota,GCA_000181695.2,8.955,8955000,Negative,0
Basidiomycota,GCA_000183025.1,26.639,26639000,Negative,0
Basidiomycota,GCA_000185945.1,18.362,18362000,Negative,0
Basidiomycota,GCA_000204055.1,97.683,97683000,Negative,0
Basidiomycota,GCA_000222205.2,20.465,20465000,Negative,0
Basidiomycota,GCA_000223505.1,64.783,64783000,Negative,0
Basidiomycota,GCA_000230245.1,18.139,18139000,Negative,0
Basidiomycota,GCA_000241205.2,13.394,13394000,Negative,0
Basidiomycota,GCA_000258745.1,20.054,20054000,Negative,0
Basidiomycota,GCA_000262775.1,38.73,38730000,Negative,0
Basidiomycota,GCA_000263375.1,9.798,9798000,Negative,0
Basidiomycota,GCA_000264905.1,45.647,45647000,Negative,0
Basidiomycota,GCA_000264995.1,33.07,33070000,Negative,0
Basidiomycota,GCA_000265015.1,69.053,69053000,Negative,0
Basidiomycota,GCA_000271565.1,43.121,43121000,Negative,0
Basidiomycota,GCA_000271585.1,42.885,42885000,Negative,0
Basidiomycota,GCA_000271605.1,56.771,56771000,Negative,0
Basidiomycota,GCA_000271625.1,41.864,41864000,Negative,0
Basidiomycota,GCA_000271645.1,27.988,27988000,Negative,0
Basidiomycota,GCA_000275845.1,39.457,39457000,Negative,0
Basidiomycota,GCA_000286035.1,20.133,20133000,Negative,0
Basidiomycota,GCA_000292625.1,27.601,27601000,Negative,0
Basidiomycota,GCA_000293215.1,24.304,24304000,Negative,0
Basidiomycota,GCA_000296255.1,27.923,27923000,Negative,0
Basidiomycota,GCA_000299215.2,25.048,25048000,Negative,0
Basidiomycota,GCA_000300555.1,31.234,31234000,Negative,0
Basidiomycota,GCA_000300575.1,30.029,30029000,Negative,0
Basidiomycota,GCA_000300575.2,30.287,30287000,Negative,0
Basidiomycota,GCA_000300595.1,43.133,43133000,Negative,0
Basidiomycota,GCA_000313525.1,28.217,28217000,Negative,0
Basidiomycota,GCA_000313545.1,24.832,24832000,Negative,0
Basidiomycota,GCA_000320585.2,33.65,33650000,Negative,0
Basidiomycota,GCA_000320785.2,20.18,20180000,Negative,0
Basidiomycota,GCA_000328475.2,19.642,19642000,Negative,0
Basidiomycota,GCA_000334115.1,34.64,34640000,Negative,0
Basidiomycota,GCA_000334475.1,17.836,17836000,Negative,0
Basidiomycota,GCA_000338015.2,46.384,46384000,Negative,0
Basidiomycota,GCA_000338035.1,44.08,44080000,Negative,0
Basidiomycota,GCA_000342525.1,70.671,70671000,Negative,0
Basidiomycota,GCA_000342545.1,73.047,73047000,Negative,0
Basidiomycota,GCA_000342565.1,56.267,56267000,Negative,0
Basidiomycota,GCA_000342625.1,53.399,53399000,Negative,0
Basidiomycota,GCA_000344635.1,48.244,48244000,Negative,0
Basidiomycota,GCA_000344655.2,39.6,39600000,Negative,0
Basidiomycota,GCA_000344685.1,34.429,34429000,Negative,0
Basidiomycota,GCA_000349305.2,7.655,7655000,Negative,0
Basidiomycota,GCA_000349905.1,35.597,35597000,Negative,0
Basidiomycota,GCA_000355865.1,36.627,36627000,Negative,0
Basidiomycota,GCA_000382605.1,100.245,100245000,Negative,0
Basidiomycota,GCA_000400465.1,9.625,9625000,Negative,0
Basidiomycota,GCA_000403515.1,18.436,18436000,Negative,0
Basidiomycota,GCA_000417875.1,22.963,22963000,Negative,0
Basidiomycota,GCA_000442785.1,22.785,22785000,Negative,0
Basidiomycota,GCA_000464645.1,33.251,33251000,Negative,0
Basidiomycota,GCA_000464975.1,62.683,62683000,Negative,0
Basidiomycota,GCA_000474995.1,115.478,115478000,Negative,0
Basidiomycota,GCA_000488995.1,52.205,52205000,Negative,0
Basidiomycota,GCA_000497225.1,30.432,30432000,Negative,0
Basidiomycota,GCA_000499585.1,16.853,16853000,Negative,0
Basidiomycota,GCA_000500245.1,93.614,93614000,Negative,0
Basidiomycota,GCA_000500775.1,21.556,21556000,Negative,0
Basidiomycota,GCA_000517465.1,17.729,17729000,Negative,0
Basidiomycota,GCA_000524645.1,46.744,46744000,Negative,0
Basidiomycota,GCA_000633895.1,31.008,31008000,Negative,0
Basidiomycota,GCA_000697645.1,57.883,57883000,Negative,0
Basidiomycota,GCA_000697665.1,43.275,43275000,Negative,0
Basidiomycota,GCA_000697685.1,34.343,34343000,Negative,0
Basidiomycota,GCA_000697705.1,45.749,45749000,Negative,0
Basidiomycota,GCA_000708205.1,13.556,13556000,Negative,0
Basidiomycota,GCA_000711695.1,18.704,18704000,Negative,0
Basidiomycota,GCA_000715385.1,39.419,39419000,Negative,0
Basidiomycota,GCA_000738825.1,19.146,19146000,Negative,0
Basidiomycota,GCA_000747765.1,18.081,18081000,Negative,0
Basidiomycota,GCA_000765035.1,33.132,33132000,Negative,0
Basidiomycota,GCA_000766925.2,30.255,30255000,Negative,0
Basidiomycota,GCA_000772675.1,19.724,19724000,Negative,0
Basidiomycota,GCA_000786445.1,17.256,17256000,Negative,0
Basidiomycota,GCA_000787475.1,38.055,38055000,Negative,0
Basidiomycota,GCA_000787515.1,31.621,31621000,Negative,0
Basidiomycota,GCA_000815965.1,28.649,28649000,Negative,0
Basidiomycota,GCA_000819925.1,20.197,20197000,Negative,0
Basidiomycota,GCA_000826855.1,32.128,32128000,Negative,0
Basidiomycota,GCA_000827185.1,35.274,35274000,Negative,0
Basidiomycota,GCA_000827205.1,33.357,33357000,Negative,0
Basidiomycota,GCA_000827215.1,122.312,122312000,Negative,0
Basidiomycota,GCA_000827255.1,36.934,36934000,Negative,0
Basidiomycota,GCA_000827275.1,47.45,47450000,Negative,0
Basidiomycota,GCA_000827315.1,52.312,52312000,Negative,0
Basidiomycota,GCA_000827355.1,36.208,36208000,Negative,0
Basidiomycota,GCA_000827395.1,52.979,52979000,Negative,0
Basidiomycota,GCA_000827415.1,35.468,35468000,Negative,0
Basidiomycota,GCA_000827425.1,52.727,52727000,Negative,0
Basidiomycota,GCA_000827465.1,52.041,52041000,Negative,0
Basidiomycota,GCA_000827475.1,49.101,49101000,Negative,0
Basidiomycota,GCA_000827485.1,35.83,35830000,Negative,0
Basidiomycota,GCA_000827495.1,46.523,46523000,Negative,0
Basidiomycota,GCA_000832265.1,29.698,29698000,Negative,0
Basidiomycota,GCA_000832345.2,42.292,42292000,Negative,0
Basidiomycota,GCA_000835745.1,17.532,17532000,Negative,0
Basidiomycota,GCA_000835755.1,17.564,17564000,Negative,0
Basidiomycota,GCA_000835765.1,17.372,17372000,Negative,0
Basidiomycota,GCA_000835815.1,17.378,17378000,Negative,0
Basidiomycota,GCA_000836315.1,17.33,17330000,Negative,0
Basidiomycota,GCA_000836335.1,17.486,17486000,Negative,0
Basidiomycota,GCA_000836355.1,17.739,17739000,Negative,0
Basidiomycota,GCA_000836375.1,17.324,17324000,Negative,0
Basidiomycota,GCA_000836455.1,17.344,17344000,Negative,0
Basidiomycota,GCA_000855695.1,17.39,17390000,Negative,0
Basidiomycota,GCA_000875795.1,17.395,17395000,Negative,0
Basidiomycota,GCA_000875815.1,17.647,17647000,Negative,0
Basidiomycota,GCA_000875855.1,17.358,17358000,Negative,0
Basidiomycota,GCA_000931965.1,19.969,19969000,Negative,0
Basidiomycota,GCA_000934385.1,31.547,31547000,Negative,0
Basidiomycota,GCA_000934395.1,33.507,33507000,Negative,0
Basidiomycota,GCA_000935105.1,18.033,18033000,Negative,0
Basidiomycota,GCA_000950635.1,30.48,30480000,Negative,0
Basidiomycota,GCA_000987905.1,23.636,23636000,Negative,0
Basidiomycota,GCA_000988805.1,20.275,20275000,Negative,0
Basidiomycota,GCA_000988875.2,20.684,20684000,Negative,0
Basidiomycota,GCA_001010845.1,20.068,20068000,Negative,0
Basidiomycota,GCA_001020605.1,44.368,44368000,Negative,0
Basidiomycota,GCA_001179765.1,69.594,69594000,Negative,0
Basidiomycota,GCA_001191645.1,79.388,79388000,Negative,0
