Name,length,Function,Exognous vs. Endogenous,Phylum
Emilia_sonchifolia_yellow_vein_Thailand_virus,134,Rep,Exogenous,Cressdnaviricota
Chenopodium_leaf_curl_virus,132,Rep,Exogenous,Cressdnaviricota
Chino_del_tomate_Amazonas_virus,125,Rep,Exogenous,Cressdnaviricota
Chino_del_tomate_Amazonas_virus_2,363,Rep,Exogenous,Cressdnaviricota
Cotton_leaf_curl_Kokhran_virus,133,Rep,Exogenous,Cressdnaviricota
Nigeria,352,Rep,Exogenous,Cressdnaviricota
Dolichos_yellow_mosaic_virus,365,Rep,Exogenous,Cressdnaviricota
East_African_cassava_mosaic_virus,352,Rep,Exogenous,Cressdnaviricota
East_African_cassava_mosaic_virus_2,134,Rep,Exogenous,Cressdnaviricota
Suya,134,Rep,Exogenous,Cressdnaviricota
Honeysuckle_yellow_vein_virus_8,135,Rep,Exogenous,Cressdnaviricota
India_Amadalavalasa_2008,362,Rep,Exogenous,Cressdnaviricota
Mesta_yellow_vein_mosaic_virus_[India_Amadalavalasa_2008]_2,146,Rep,Exogenous,Cressdnaviricota
Pepper_leaf_curl_Lahore_virus,134,Rep,Exogenous,Cressdnaviricota
Radish_leaf_curl_virus_4,360,Rep,Exogenous,Cressdnaviricota
Sauropus_leaf_curl_virus_2,134,Rep,Exogenous,Cressdnaviricota
Sida_golden_mosaic_Braco_virus-[Jamaica_Liguanea_2008]_2,361,Rep,Exogenous,Cressdnaviricota
Sida_golden_yellow_vein_virus-[A11]_2,132,Rep,Exogenous,Cressdnaviricota
Sidastrum_golden_leaf_spot_virus,133,Rep,Exogenous,Cressdnaviricota
Sidastrum_golden_leaf_spot_virus_2,361,Rep,Exogenous,Cressdnaviricota
Soybean_blistering_mosaic_virus,348,Rep,Exogenous,Cressdnaviricota
Sweet_potato_leaf_curl_virus_2,364,Rep,Exogenous,Cressdnaviricota
Tomato_Chino_La_Paz_virus_-SLP_4,132,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Hainan_virus,134,Rep,Exogenous,Cressdnaviricota
West_African_Asystasia_virus_2_2,120,Rep,Exogenous,Cressdnaviricota
Beet_curly_top_virus,136,Rep,Exogenous,Cressdnaviricota
Beet_curly_top_virus_4,136,Rep,Exogenous,Cressdnaviricota
Set,272,Rep,Exogenous,Cressdnaviricota
Wheat_dwarf_virus_2,351,Rep,Exogenous,Cressdnaviricota
Wheat_dwarf_virus_4,264,Rep,Exogenous,Cressdnaviricota
Jacquemontia_mosaic_Yucatan_virus_2,356,Rep,Exogenous,Cressdnaviricota
Cuba_Havana_28:2007,132,Rep,Exogenous,Cressdnaviricota
Rhynchosia_golden_mosaic_Havana_virus-[Cuba_Havana_28:2007]_2,361,Rep,Exogenous,Cressdnaviricota
Tomato_apical_leaf_curl_virus,332,Rep,Exogenous,Cressdnaviricota
Bhendi_yellow_vein_mosaic_virus_3,336,Rep,Exogenous,Cressdnaviricota
Clerodendrum_golden_mosaic_China_virus,362,Rep,Exogenous,Cressdnaviricota
Cameroon_2,85,Rep,Exogenous,Cressdnaviricota
Cotton_leaf_curl_Gezira_virus-[Cameroon]_3,134,Rep,Exogenous,Cressdnaviricota
Bean_leaf_curl_Madagascar_virus,362,Rep,Exogenous,Cressdnaviricota
Dicliptera_yellow_mottle_virus_2,132,Rep,Exogenous,Cressdnaviricota
Hollyhock_leaf_curl_virus,134,Rep,Exogenous,Cressdnaviricota
Cuba,134,Rep,Exogenous,Cressdnaviricota
Okra_yellow_crinkle_virus-[Cameroon]_2,135,Rep,Exogenous,Cressdnaviricota
Okra_yellow_crinkle_virus_3,183,Rep,Exogenous,Cressdnaviricota
Papaya_leaf_curl_China_virus_GX4,362,Rep,Exogenous,Cressdnaviricota
Rhynchosia_yellow_mosaic_virus,135,Rep,Exogenous,Cressdnaviricota
Rhynchosia_yellow_mosaic_virus_2,364,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Anjouan_virus,389,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Toliara_virus,376,Rep,Exogenous,Cressdnaviricota
Chickpea_chlorotic_dwarf_virus_4,319,Rep,Exogenous,Cressdnaviricota
India_Bahraich_2008,130,Rep,Exogenous,Cressdnaviricota
Corchorus_golden_mosaic_virus_[India_Bahraich_2008]_2,356,Rep,Exogenous,Cressdnaviricota
Jatropha_leaf_yellow_mosaic_Katarniaghat_virus,134,Rep,Exogenous,Cressdnaviricota
Jacquemontia_yellow_mosaic_virus_2,358,Rep,Exogenous,Cressdnaviricota
Niminivirus,78,Rep,Exogenous,Cressdnaviricota
Niminivirus_2,307,Rep,Exogenous,Cressdnaviricota
African_cassava_mosaic_Burkina_Faso_virus,134,Rep,Exogenous,Cressdnaviricota
Hollyhock_yellow_vein_mosaic_virus_4,363,Rep,Exogenous,Cressdnaviricota
Pouzolzia_golden_mosaic_virus_2,134,Rep,Exogenous,Cressdnaviricota
Chilli_leaf_curl_Gonda_virus,134,Rep,Exogenous,Cressdnaviricota
Pepper_yellow_leaf_curl_virus_PSSWS-14,362,Rep,Exogenous,Cressdnaviricota
Tomato_mosaic_Trujillo_virus_2,365,Rep,Exogenous,Cressdnaviricota
Croton_golden_mosaic_virus,132,Rep,Exogenous,Cressdnaviricota
Tomato_chlorotic_leaf_curl_virus_2,134,Rep,Exogenous,Cressdnaviricota
Cowpea_bright_yellow_mosaic_virus,361,Rep,Exogenous,Cressdnaviricota
Cowpea_bright_yellow_mosaic_virus_2,132,Rep,Exogenous,Cressdnaviricota
Hollyhock_yellow_vein_virus,134,Rep,Exogenous,Cressdnaviricota
Hibiscus_golden_mosaic_virus,352,Rep,Exogenous,Cressdnaviricota
Bitter_gourd_yellow_mosaic_virus,361,Rep,Exogenous,Cressdnaviricota
Bitter_gourd_yellow_mosaic_virus_2,90,Rep,Exogenous,Cressdnaviricota
Corchorus_yellow_vein_Cuba_virus_2,132,Rep,Exogenous,Cressdnaviricota
Papaya_yellow_leaf_curl_virus,134,Rep,Exogenous,Cressdnaviricota
Papaya_severe_leaf_curl_virus_1_2,134,Rep,Exogenous,Cressdnaviricota
Papaya_severe_leaf_curl_virus_2,361,Rep,Exogenous,Cressdnaviricota
Papaya_severe_leaf_curl_virus_2_2,134,Rep,Exogenous,Cressdnaviricota
Sida_chlorotic_leaf_virus_2,132,Rep,Exogenous,Cressdnaviricota
Opuntia_virus_1,349,Rep,Exogenous,Cressdnaviricota
Opuntia_virus_1_2,132,Rep,Exogenous,Cressdnaviricota
Ocimum_golden_mosaic_virus,358,Rep,Exogenous,Cressdnaviricota
Ocimum_yellow_vein_virus,380,Rep,Exogenous,Cressdnaviricota
Ocimum_yellow_vein_virus_2,134,Rep,Exogenous,Cressdnaviricota
Tomato1,136,Rep,Exogenous,Cressdnaviricota
Akola,362,Rep,Exogenous,Cressdnaviricota
Y64,134,Rep,Exogenous,Cressdnaviricota
Sicily,359,Rep,Exogenous,Cressdnaviricota
Cestrum_nocturnum,134,Rep,Exogenous,Cressdnaviricota
Sweet_potato_leaf_curl_virus-Jiangsu_2,148,Rep,Exogenous,Cressdnaviricota
Bhendi_yellow_vein_Haryana_virus,136,Rep,Exogenous,Cressdnaviricota
Cherry_tomato_leaf_curl_virus_2,135,Rep,Exogenous,Cressdnaviricota
Sesame_curly_top_virus,377,Rep,Exogenous,Cressdnaviricota
Parsley_yellow_leaf_curl_virus,143,Rep,Exogenous,Cressdnaviricota
Parsley_yellow_leaf_curl_virus_2,350,Rep,Exogenous,Cressdnaviricota
Becurtovirus_sp.,363,Rep,Exogenous,Cressdnaviricota
Soybean_yellow_dwarf-associated_geminivirus,361,Rep,Exogenous,Cressdnaviricota
Papaya_mottle_leaf_curl_virus,134,Rep,Exogenous,Cressdnaviricota
Madurai_2,134,Rep,Exogenous,Cressdnaviricota
Tomato_golden_net_virus_2,132,Rep,Exogenous,Cressdnaviricota
Olea_europaea_geminivirus,146,Rep,Exogenous,Cressdnaviricota
Olea_europaea_geminivirus_2,364,Rep,Exogenous,Cressdnaviricota
Desmodium_mosaic_virus_2,357,Rep,Exogenous,Cressdnaviricota
Desmodium_yellow_spot_virus,132,Rep,Exogenous,Cressdnaviricota
Galium_leaf_distortion_virus,354,Rep,Exogenous,Cressdnaviricota
Galium_leaf_distortion_virus_2,132,Rep,Exogenous,Cressdnaviricota
Cotton_mosaic_virus,132,Rep,Exogenous,Cressdnaviricota
Calystegia_geminivirus_1,335,Rep,Exogenous,Cressdnaviricota
Cajanus_scarabaeoides_yellow_mosaic_virus_2,93,Rep,Exogenous,Cressdnaviricota
Chili_leaf_curl_Pakistan_virus,134,Rep,Exogenous,Cressdnaviricota
Cotton_leaf_curl_Rajasthan_virus_-_[India_New_Delhi_2003]_2,166,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Hsinchu_virus_2,134,Rep,Exogenous,Cressdnaviricota
India_Kerala_IV_2005,134,Rep,Exogenous,Cressdnaviricota
Mungbean_yellow_mosaic_India_virus_-_[India_Varanasi_Dolichos:2005]_2,134,Rep,Exogenous,Cressdnaviricota
Cuba_Granma_2007,133,Rep,Exogenous,Cressdnaviricota
Sunn_hemp_leaf_distortion_virus_[India_Barrackpore2_2008]_2,361,Rep,Exogenous,Cressdnaviricota
Withania_leaf_curl_virus,365,Rep,Exogenous,Cressdnaviricota
snap_bean_Brazil_2003,139,Rep,Exogenous,Cressdnaviricota
Sida_micrantha_mosaic_virus-[snap_bean_Brazil_2003]_2,357,Rep,Exogenous,Cressdnaviricota
tomato_Brazil_2001,84,Rep,Exogenous,Cressdnaviricota
Bitter_gourd_yellow_vein_virus-[Pakistan_Lahore_2004]_2,361,Rep,Exogenous,Cressdnaviricota
Bhendi_yellow_vein_India_virus_[India_Aurangabad_OY164B:2006]_2,363,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Patna_virus_[Tobacco]_2,360,Rep,Exogenous,Cressdnaviricota
India_Karnal_OY80A_2005,134,Rep,Exogenous,Cressdnaviricota
Bhendi_yellow_vein_India_virus_[India_Karnal_OY80A_2005]_2,362,Rep,Exogenous,Cressdnaviricota
Tomato_chlorotic_leaf_distortion_virus_2,397,Rep,Exogenous,Cressdnaviricota
Bolivia_Boyuibe-Villamontes_2007,361,Rep,Exogenous,Cressdnaviricota
Pepper_leaf_curl_Lahore_virus-[Solanum_capsicastrum]_2,375,Rep,Exogenous,Cressdnaviricota
India_Udaipur_Gaillardia:2009,182,Rep,Exogenous,Cressdnaviricota
East_African_cassava_mosaic_virus-Congo_2,135,Rep,Exogenous,Cressdnaviricota
IN_Bih06_10,135,Rep,Exogenous,Cressdnaviricota
Jatropha_mosaic_Lucknow_virus,134,Rep,Exogenous,Cressdnaviricota
Jatropha_mosaic_Lucknow_virus_2,369,Rep,Exogenous,Cressdnaviricota
Chilli_leaf_curl_Bijnour_virus-India_2,361,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_virus_3,134,Rep,Exogenous,Cressdnaviricota
Pepper_leaf_curl_virus,354,Rep,Exogenous,Cressdnaviricota
Digitaria_streak_virus,148,Rep,Exogenous,Cressdnaviricota
Digitaria_streak_virus_2,266,Rep,Exogenous,Cressdnaviricota
Sugarcane_streak_virus,314,Rep,Exogenous,Cressdnaviricota
Tobacco_yellow_dwarf_virus,295,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Taiwan_virus,134,Rep,Exogenous,Cressdnaviricota
Beet_curly_top_virus_6,385,Rep,Exogenous,Cressdnaviricota
Beet_curly_top_virus_7,136,Rep,Exogenous,Cressdnaviricota
Ama,360,Rep,Exogenous,Cressdnaviricota
Tomato_pseudo-curly_top_virus,134,Rep,Exogenous,Cressdnaviricota
Tomato_pseudo-curly_top_virus_2,349,Rep,Exogenous,Cressdnaviricota
Urochloa_streak_virus,311,Rep,Exogenous,Cressdnaviricota
Eragrostis_curvula_streak_virus,367,Rep,Exogenous,Cressdnaviricota
Digitaria_didactyla_striate_mosaic_virus,368,Rep,Exogenous,Cressdnaviricota
Spinach_curly_top_Arizona_virus,302,Rep,Exogenous,Cressdnaviricota
Eragrostis_minor_streak_virus,352,Rep,Exogenous,Cressdnaviricota
Maize_streak_Reunion_virus,387,Rep,Exogenous,Cressdnaviricota
Dragonfly-associated_mastrevirus,344,Rep,Exogenous,Cressdnaviricota
Sida_yellow_net_virus_2,359,Rep,Exogenous,Cressdnaviricota
Chickpea_chlorosis_Australia_virus,347,Rep,Exogenous,Cressdnaviricota
Sugarcane_white_streak_virus,396,Rep,Exogenous,Cressdnaviricota
Axonopus_compressus_streak_virus,382,Rep,Exogenous,Cressdnaviricota
Switchgrass_mosaic-associated_virus_1,322,Rep,Exogenous,Cressdnaviricota
Euphorbia_caput-medusae_latent_virus_3,331,Rep,Exogenous,Cressdnaviricota
Sugarcane_striate_virus,388,Rep,Exogenous,Cressdnaviricota
Tomato_associated_geminivirus_1,332,Rep,Exogenous,Cressdnaviricota
TX,359,Rep,Exogenous,Cressdnaviricota
Plantago_lanceolata_latent_virus,335,Rep,Exogenous,Cressdnaviricota
Exomis_microphylla_associated_virus,390,Rep,Exogenous,Cressdnaviricota
Juncus_maritimus_associated_virus,354,Rep,Exogenous,Cressdnaviricota
Limeum_africanum_associated_virus,333,Rep,Exogenous,Cressdnaviricota
Polygala_garcinii_associated_virus,362,Rep,Exogenous,Cressdnaviricota
Whitefly-associated_begomovirus_7,134,Rep,Exogenous,Cressdnaviricota
Whitefly-associated_begomovirus_7_2,362,Rep,Exogenous,Cressdnaviricota
Triumfetta_yellow_mosaic_virus_2,361,Rep,Exogenous,Cressdnaviricota
Velvet_bean_golden_mosaic_virus,134,Rep,Exogenous,Cressdnaviricota
Maize_striate_mosaic_virus,343,Rep,Exogenous,Cressdnaviricota
Passion_fruit_chlorotic_mottle_virus,319,Rep,Exogenous,Cressdnaviricota
Maize_streak_dwarfing_virus,377,Rep,Exogenous,Cressdnaviricota
Melinis_repens_associated_virus,99,Rep,Exogenous,Cressdnaviricota
Melinis_repens_associated_virus_2,251,Rep,Exogenous,Cressdnaviricota
Melinis_repens_associated_virus_3,296,Rep,Exogenous,Cressdnaviricota
Chickpea_redleaf_virus_2,342,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Kunene_virus,134,Rep,Exogenous,Cressdnaviricota
sclerotinia_gemycircularvirus_1,324,Rep,Exogenous,Cressdnaviricota
MSSI2.225_virus_2,232,Rep,Exogenous,Cressdnaviricota
HCBI9.212_virus_2,244,Rep,Exogenous,Cressdnaviricota
Human_associated_gemyvongvirus_1,341,Rep,Exogenous,Cressdnaviricota
Gemycircularvirus_HV-GcV1_2,233,Rep,Exogenous,Cressdnaviricota
Gemycircularvirus_HV-GcV2,345,Rep,Exogenous,Cressdnaviricota
Bemisia-associated_genomovirus_NfO,319,Rep,Exogenous,Cressdnaviricota
Bemisia-associated_genomovirus_AdO,342,Rep,Exogenous,Cressdnaviricota
Gemycircularvirus_sp.,328,Rep,Exogenous,Cressdnaviricota
Gemycircularvirus_sp._3,309,Rep,Exogenous,Cressdnaviricota
Gemycircularvirus_sp._4,297,Rep,Exogenous,Cressdnaviricota
Human_associated_gemykibivirus_1,334,Rep,Exogenous,Cressdnaviricota
Apis_mellifera_genomovirus_2,330,Rep,Exogenous,Cressdnaviricota
Blackfly_genomovirus_2,323,Rep,Exogenous,Cressdnaviricota
Blackfly_genomovirus_4,337,Rep,Exogenous,Cressdnaviricota
Blackfly_genomovirus_7,329,Rep,Exogenous,Cressdnaviricota
Blackfly_genomovirus_8,321,Rep,Exogenous,Cressdnaviricota
Blackfly_genomovirus_9,325,Rep,Exogenous,Cressdnaviricota
Blackfly_genomovirus_10,333,Rep,Exogenous,Cressdnaviricota
Capybara_genomovirus_1,338,Rep,Exogenous,Cressdnaviricota
Capybara_genomovirus_2,319,Rep,Exogenous,Cressdnaviricota
Capybara_genomovirus_3,319,Rep,Exogenous,Cressdnaviricota
Capybara_genomovirus_5,324,Rep,Exogenous,Cressdnaviricota
Capybara_genomovirus_6,322,Rep,Exogenous,Cressdnaviricota
Capybara_genomovirus_10,314,Rep,Exogenous,Cressdnaviricota
Capybara_genomovirus_12,330,Rep,Exogenous,Cressdnaviricota
Tortoise_genomovirus_10,330,Rep,Exogenous,Cressdnaviricota
Tortoise_genomovirus_13,335,Rep,Exogenous,Cressdnaviricota
Tortoise_genomovirus_17,327,Rep,Exogenous,Cressdnaviricota
Plant_associated_genomovirus_25,333,Rep,Exogenous,Cressdnaviricota
Plant_associated_genomovirus_29,328,Rep,Exogenous,Cressdnaviricota
Citrus_Tunisia_genomovirus_1b,339,Rep,Exogenous,Cressdnaviricota
Citrus_Tunisia_genomovirus_2,325,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp.,196,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._3,229,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._5,335,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._8,117,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._9,251,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._11,231,Rep,Exogenous,Cressdnaviricota
Tortoise_genomovirus_16,325,Rep,Exogenous,Cressdnaviricota
Tortoise_genomovirus_21,327,Rep,Exogenous,Cressdnaviricota
Capybara_genomovirus_11,338,Rep,Exogenous,Cressdnaviricota
Blackfly_genomovirus_6,342,Rep,Exogenous,Cressdnaviricota
Delphin_genomovirus_1,330,Rep,Exogenous,Cressdnaviricota
Porcine_genomovirus-3,330,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_gemykibivirus_1_3,249,Rep,Exogenous,Cressdnaviricota
Dragonfly-associated_circular_virus_3_3,256,Rep,Exogenous,Cressdnaviricota
Cassava_associated_gemycircularvirus_1,329,Rep,Exogenous,Cressdnaviricota
Mallard_associated_gemycircularvirus_1,332,Rep,Exogenous,Cressdnaviricota
Blackbird_associated_gemykibivirus_1,325,Rep,Exogenous,Cressdnaviricota
Sewage-associated_gemycircularvirus_4,330,Rep,Exogenous,Cressdnaviricota
Sewage_associated_gemycircularvirus_3,339,Rep,Exogenous,Cressdnaviricota
Gerygone_associated_gemycircularvirus_1,351,Rep,Exogenous,Cressdnaviricota
Faeces_associated_gemycircularvirus_12,384,Rep,Exogenous,Cressdnaviricota
Black_robin_associated_gemykibivirus_1,320,Rep,Exogenous,Cressdnaviricota
Sewage-associated_gemycircularvirus_9,334,Rep,Exogenous,Cressdnaviricota
Sewage-associated_gemycircularvirus_2,318,Rep,Exogenous,Cressdnaviricota
Faecal-associated_gemycircularvirus_1c,339,Rep,Exogenous,Cressdnaviricota
Faeces_associated_gemycircularvirus_11,360,Rep,Exogenous,Cressdnaviricota
Sewage-associated_gemycircularvirus-7a,345,Rep,Exogenous,Cressdnaviricota
Sewage_derived_gemycircularvirus_2,336,Rep,Exogenous,Cressdnaviricota
Faeces_associated_gemycircularvirus_10,324,Rep,Exogenous,Cressdnaviricota
Sewage-associated_gemycircularvirus_6,325,Rep,Exogenous,Cressdnaviricota
Bromus-associated_circular_DNA_virus_3,324,Rep,Exogenous,Cressdnaviricota
Gemycircularvirus_SL1,320,Rep,Exogenous,Cressdnaviricota
Mongoose_feces-associated_gemycircularvirus_c,306,Rep,Exogenous,Cressdnaviricota
Mongoose_feces-associated_gemycircularvirus_a,312,Rep,Exogenous,Cressdnaviricota
Badger_associated_gemykibivirus_1,329,Rep,Exogenous,Cressdnaviricota
Mongoose_feces-associated_gemycircularvirus_b,338,Rep,Exogenous,Cressdnaviricota
Mongoose_feces-associated_gemycircularvirus_d,349,Rep,Exogenous,Cressdnaviricota
Poecile_atricapillus_GI_tract-associated_gemycircularvirus,248,Rep,Exogenous,Cressdnaviricota
Poaceae_associated_gemycircularvirus_1,319,Rep,Exogenous,Cressdnaviricota
Gemycircularvirus_gemy-ch-rat1,322,Rep,Exogenous,Cressdnaviricota
Faeces_associated_gemycircularvirus_19,343,Rep,Exogenous,Cressdnaviricota
Faeces_associated_gemycircularvirus_15,320,Rep,Exogenous,Cressdnaviricota
Lama_associated_gemycircularvirus_1,326,Rep,Exogenous,Cressdnaviricota
Faeces_associated_gemycircularvirus_17,335,Rep,Exogenous,Cressdnaviricota
Faeces_associated_gemycircularvirus_18,338,Rep,Exogenous,Cressdnaviricota
Faeces_associated_gemycircularvirus_14,318,Rep,Exogenous,Cressdnaviricota
Common_bean-associated_gemycircularvirus,337,Rep,Exogenous,Cressdnaviricota
Chicken_stool-associated_gemycircularvirus,204,Rep,Exogenous,Cressdnaviricota
Thrips-associated_genomovirus_1,324,Rep,Exogenous,Cressdnaviricota
Thrips-associated_genomovirus_4,335,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus,330,Rep,Exogenous,Cressdnaviricota
Porcine_feces-associated_gemycircularvirus,353,Rep,Exogenous,Cressdnaviricota
Odonata_associated_gemycircularvirus_1,332,Rep,Exogenous,Cressdnaviricota
Odonata_associated_gemycircularvirus_2,340,Rep,Exogenous,Cressdnaviricota
Pacific_flying_fox_faeces_associated_gemycircularvirus-10,336,Rep,Exogenous,Cressdnaviricota
Pacific_flying_fox_faeces_associated_gemycircularvirus-2,344,Rep,Exogenous,Cressdnaviricota
Pteropus_associated_gemycircularvirus_4,317,Rep,Exogenous,Cressdnaviricota
Pteropus_associated_gemycircularvirus_10,326,Rep,Exogenous,Cressdnaviricota
Sewage-associated_gemycircularvirus-7b,340,Rep,Exogenous,Cressdnaviricota
Pacific_flying_fox_faeces_associated_gemycircularvirus-1,312,Rep,Exogenous,Cressdnaviricota
Human_gemycircularvirus_GeTz1,330,Rep,Exogenous,Cressdnaviricota
Pacific_flying_fox_faeces_associated_gemycircularvirus-12,322,Rep,Exogenous,Cressdnaviricota
Pacific_flying_fox_faeces_associated_gemycircularvirus-7,331,Rep,Exogenous,Cressdnaviricota
Varroa_mite_associated_genomovirus_1,334,Rep,Exogenous,Cressdnaviricota
Sierra_dome_spider_associated_circular_virus_1,324,Rep,Exogenous,Cressdnaviricota
Giant_house_spider_associated_circular_virus_1,325,Rep,Exogenous,Cressdnaviricota
Cybaeus_spider_associated_circular_virus_2,317,Rep,Exogenous,Cressdnaviricota
Spider_associated_circular_virus_1,294,Rep,Exogenous,Cressdnaviricota
Tubeweb_spider_associated_circular_virus_1,333,Rep,Exogenous,Cressdnaviricota
Grasshopper_associated_circular_virus_1,367,Rep,Exogenous,Cressdnaviricota
Euphorbia_heterophylla_associated_gemycircularvirus,307,Rep,Exogenous,Cressdnaviricota
Bark_beetle-associated_genomovirus_5,342,Rep,Exogenous,Cressdnaviricota
Bark_beetle-associated_genomovirus_3,336,Rep,Exogenous,Cressdnaviricota
Lepus_americanus_faeces_associated_genomovirus_SHP111,307,Rep,Exogenous,Cressdnaviricota
Alces_alces_faeces_associated_genomovirus_MP157,319,Rep,Exogenous,Cressdnaviricota
Alces_alces_faeces_associated_genomovirus_MP84,310,Rep,Exogenous,Cressdnaviricota
Alces_alces_faeces_associated_genomovirus_MP68,321,Rep,Exogenous,Cressdnaviricota
Lynx_canadensis_faeces_associated_genomovirus_CL1_148,312,Rep,Exogenous,Cressdnaviricota
Lynx_canadensis_faeces_associated_genomovirus_CL1_71,317,Rep,Exogenous,Cressdnaviricota
Lynx_canadensis_faeces_associated_genomovirus_CL1_48,311,Rep,Exogenous,Cressdnaviricota
Alces_alces_faeces_associated_circular_virus_MP65,374,Rep,Exogenous,Cressdnaviricota
Termite_associated_circular_virus_2,348,Rep,Exogenous,Cressdnaviricota
Cattle_blood-associated_gemycircularvirus,250,Rep,Exogenous,Cressdnaviricota
Cattle_blood-associated_gemycircularvirus_2,332,Rep,Exogenous,Cressdnaviricota
Tick-associated_genomovirus_2,337,Rep,Exogenous,Cressdnaviricota
Tick-associated_genomovirus_1,339,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus_2,295,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus_3,343,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus_4,316,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus_6,277,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus_7,316,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus_8,336,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus_9,324,Rep,Exogenous,Cressdnaviricota
Giant_panda_associated_gemycircularvirus_10,332,Rep,Exogenous,Cressdnaviricota
Canine_feces-associated_gemycircularvirus,321,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._13,323,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._14,326,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._15,335,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._16,318,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._17,317,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._18,325,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._19,316,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._20,331,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._21,376,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._23,328,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._24,341,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._25,338,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._26,333,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._27,325,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._28,346,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._29,328,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._30,395,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._32,324,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._33,320,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._34,331,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._35,327,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._37,325,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._40,332,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._41,332,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._42,380,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._43,302,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._44,334,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._45,318,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._46,325,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._47,333,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._48,336,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._49,329,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._50,327,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._51,319,Rep,Exogenous,Cressdnaviricota
Genomoviridae_sp._52,264,Rep,Exogenous,Cressdnaviricota
Finch_associated_genomovirus_5,328,Rep,Exogenous,Cressdnaviricota
Finch_associated_genomovirus_4,319,Rep,Exogenous,Cressdnaviricota
Finch_associated_genomovirus_6,342,Rep,Exogenous,Cressdnaviricota
Finch_associated_genomovirus_8,327,Rep,Exogenous,Cressdnaviricota
Finch_associated_genomovirus_1,325,Rep,Exogenous,Cressdnaviricota
Finch_associated_genomovirus_3,329,Rep,Exogenous,Cressdnaviricota
Northern_red-backed_vole_stool-associated_gemycircularvirus_110,332,Rep,Exogenous,Cressdnaviricota
Chicken_genomovirus_mg4_1165,341,Rep,Exogenous,Cressdnaviricota
Chicken_genomovirus_mg4_1173,345,Rep,Exogenous,Cressdnaviricota
